roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z,network,hemisphere,network_int,bigbrain_g2,bigbrain_g2_network,t1_gradient1_Limbic,quantile_idx,Limbic_diff,t1_gradient1_Default,Default_diff,t1_gradient1_Cont,Cont_diff,t1_gradient1_SalVentAttn,SalVentAttn_diff,t1_gradient1_DorsAttn,DorsAttn_diff,t1_gradient1_Vis,Vis_diff,t1_gradient1_SomMot,SomMot_diff
383,2181,7Networks_RH_Default_PFCdPFCm_3,208.0,62.0,75.0,0.0,7.0,42.0,4.0,Default,RH,1.0,-0.1684425324201584,-0.04205667899389352,,,-1.7345068,-1.113329132919197,,,-1.9700067,,-0.6658254,,0.41584632,,0.08579743,,0.028729409
384,2182,7Networks_RH_Default_PFCdPFCm_4,208.0,62.0,76.0,0.0,7.0,54.0,13.0,Default,RH,1.0,-0.18182528018951416,-0.04205667899389352,,,-2.1237357,-0.45956377461579245,,,-2.0460231,,-0.7640394,,0.14765607,,0.039242208,,0.36869007
385,2183,7Networks_RH_Default_PFCdPFCm_5,208.0,62.0,77.0,0.0,17.0,65.0,16.0,Default,RH,1.0,-0.3074902892112732,-0.04205667899389352,,,-1.446085,-0.3679325294399982,,,-2.0815852,,-0.78073496,,-0.101209894,,-0.10380347,,0.5392491
386,2184,7Networks_RH_Default_PFCdPFCm_6,208.0,62.0,79.0,0.0,6.0,25.0,18.0,Default,RH,1.0,-0.1468823105096817,-0.04205667899389352,,,-2.3571029,-0.8950410606419874,,,-1.9833671,,-0.22953394,,0.30367717,,0.45869288,,0.37866065
387,2185,7Networks_RH_Default_PFCdPFCm_7,208.0,62.0,80.0,0.0,6.0,58.0,29.0,Default,RH,1.0,-0.21998043358325958,-0.04205667899389352,,,-0.9732794,-0.04127720515644242,,,-1.8898183,,-0.7425147,,-0.12240401,,0.10266523,,0.101288624
388,2186,7Networks_RH_Default_PFCdPFCm_8,208.0,62.0,81.0,0.0,16.0,52.0,36.0,Default,RH,1.0,-0.27318477630615234,-0.04205667899389352,,,-0.891162,-0.48539406243226046,,,-1.7516859,,-0.46888825,,0.47367138,,-0.32089218,,0.7424944
389,2187,7Networks_RH_Default_PFCdPFCm_9,208.0,62.0,82.0,0.0,5.0,44.0,40.0,Default,RH,1.0,-0.020321983844041824,-0.04205667899389352,,,-0.9973892,-0.14166518082904606,,,-1.8176721,,-0.31588677,,0.325272,,0.14092016,,0.5644608
390,2188,7Networks_RH_Default_PFCdPFCm_10,208.0,62.0,83.0,0.0,26.0,34.0,39.0,Default,RH,1.0,-0.062348317354917526,-0.04205667899389352,,,-0.56984603,-0.4474841445865155,,,-1.1804591,,0.385585,,0.489725,,-0.59980965,,1.3087156
391,2189,7Networks_RH_Default_PFCdPFCm_11,208.0,62.0,84.0,0.0,14.0,39.0,52.0,Default,RH,1.0,-0.15391883254051208,-0.04205667899389352,,,-0.7445851,0.5948284880202609,,,-1.4573385,,0.09756696,,0.6730093,,-0.10275288,,0.95922214
392,2190,7Networks_RH_Default_PFCdPFCm_12,208.0,62.0,85.0,0.0,24.0,26.0,51.0,Default,RH,1.0,0.07967173308134079,-0.04205667899389352,,,-0.22068222,-0.30109758335134523,,,-1.0509704,,0.86444587,,0.90328085,,-0.6525558,,1.6789824
393,2191,7Networks_RH_Default_PFCdPFCm_13,208.0,63.0,78.0,0.0,12.0,20.0,63.0,Default,RH,1.0,0.05363934487104416,-0.04205667899389352,,,-0.19784449,1.0966023419429394,,,-1.3111172,,0.867682,,0.5085687,,-0.15794495,,1.2145513
394,2192,7Networks_RH_Default_pCunPCC_1,208.0,62.0,78.0,0.0,12.0,-55.0,15.0,Default,RH,1.0,-0.04646020755171776,-0.04205667899389352,,,1.4649293,0.25243862149765717,,,0.19996966,,-1.3882229,,1.0536708,,-2.3827024,,-0.2469648
395,2193,7Networks_RH_Default_pCunPCC_2,208.0,63.0,77.0,0.0,7.0,-44.0,20.0,Default,RH,1.0,0.07015127688646317,-0.04205667899389352,,,0.8158555,0.024923170738767556,,,0.056805905,,-1.0492718,,1.3270773,,-2.0575554,,-0.3579369
396,2194,7Networks_RH_Default_pCunPCC_3,208.0,63.0,79.0,0.0,17.0,-63.0,28.0,Default,RH,1.0,0.41008931398391724,-0.04205667899389352,,,1.3261622,1.0995979590936948,,,0.8672971,,-1.031598,,-0.15661676,,-2.4463596,,-0.9406688
397,2195,7Networks_RH_Default_pCunPCC_4,208.0,63.0,80.0,0.0,6.0,-52.0,23.0,Default,RH,1.0,0.03237290680408478,-0.04205667899389352,,,0.71193534,0.027700705794694882,,,0.06739012,,-0.93769974,,1.6341558,,-1.1749889,,-0.4472593
398,2196,7Networks_RH_Default_pCunPCC_5,208.0,63.0,81.0,0.0,5.0,-63.0,31.0,Default,RH,1.0,0.27304571866989136,-0.04205667899389352,,,1.1149691,0.6094991425346072,,,0.3520741,,-0.66962695,,0.7556528,,-0.9339,,-0.30964625
399,2197,7Networks_RH_Default_pCunPCC_6,208.0,63.0,82.0,0.0,7.0,-39.0,35.0,Default,RH,1.0,0.08865818381309509,-0.04205667899389352,,,0.35302958,-0.3226931626633025,,,0.022166256,,0.12966573,,2.2454276,,0.321092,,0.35943386
400,2198,7Networks_RH_Default_pCunPCC_7,208.0,63.0,83.0,0.0,4.0,-20.0,37.0,Default,RH,1.0,-0.06885859370231628,-0.04205667899389352,,,-0.26774386,-0.7613759337283921,,,-0.9201436,,1.0449028,,1.9661568,,0.74477154,,1.5065787
401,2199,7Networks_RH_Default_pCunPCC_8,208.0,63.0,84.0,0.0,10.0,-53.0,35.0,Default,RH,1.0,0.11676069349050522,-0.04205667899389352,,,0.30402404,0.30552449444552515,,,0.10637831,,-0.44628143,,0.54690105,,0.69044596,,-0.20729879
402,2200,7Networks_RH_Default_pCunPCC_9,208.0,64.0,77.0,0.0,7.0,-50.0,45.0,Default,RH,1.0,-0.02783619612455368,-0.04205667899389352,,,0.34964645,0.9436845557053462,,,0.2076195,,0.47722328,,1.4734861,,0.85354567,,0.31214496
